epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.665414,1.20416,2.96403,1.15166,0.00709,1,0.01843,0.0129,0.26911,3.07207,0.76878,0,0,0
2,1.31193,1.03179,3.02748,1.02503,0.00709,1,0.01843,0.0129,0.26911,3.07207,0.76878,1.01e-05,1.01e-05,1.01e-05
